symbol,price,date
AZEV4,2.38,06-16-2014
AZEV4,2.4,06-17-2014
AZEV4,2.2,06-20-2014
AZEV4,2.35,06-24-2014
AZEV4,2.23,06-27-2014
AZEV4,2.23,06-30-2014
AZEV4,2.3,07-01-2014
AZEV4,2.01,07-04-2014
AZEV4,2.39,07-07-2014
AZEV4,2.4,07-08-2014
AZEV4,2.4,07-14-2014
AZEV4,2.33,07-16-2014
AZEV4,2.27,07-17-2014
AZEV4,2.15,07-18-2014
AZEV4,2.1,07-21-2014
AZEV4,2.14,07-22-2014
AZEV4,2.1,07-23-2014
AZEV4,2.27,07-24-2014
AZEV4,2.09,07-25-2014
AZEV4,2.05,07-28-2014
AZEV4,2.1,07-29-2014
AZEV4,2.08,08-04-2014
AZEV4,2.02,08-05-2014
AZEV4,2.05,08-06-2014
AZEV4,2.11,08-07-2014
AZEV4,2.44,08-11-2014
AZEV4,1.83,08-14-2014
AZEV4,1.82,08-15-2014
AZEV4,1.98,08-19-2014
AZEV4,1.85,08-22-2014
AZEV4,1.93,08-25-2014
AZEV4,1.9,08-27-2014
AZEV4,1.85,08-28-2014
AZEV4,1.8,08-29-2014
AZEV4,1.8,09-01-2014
AZEV4,1.81,09-02-2014
AZEV4,1.94,09-05-2014
AZEV4,1.92,09-16-2014
AZEV4,1.84,10-02-2014
AZEV4,1.84,10-06-2014
AZEV4,1.8,10-13-2014
AZEV4,1.63,10-16-2014
AZEV4,1.9,10-17-2014
AZEV4,1.82,10-21-2014
AZEV4,1.89,10-22-2014
AZEV4,1.72,10-23-2014
AZEV4,2.01,10-24-2014
AZEV4,1.54,11-14-2014
AZEV4,1.56,11-17-2014
AZEV4,1.65,11-18-2014
AZEV4,1.69,11-19-2014
AZEV4,1.84,11-21-2014
AZEV4,1.82,11-24-2014
AZEV4,1.82,11-26-2014
AZEV4,1.97,11-27-2014
AZEV4,1.73,11-28-2014
AZEV4,1.75,12-01-2014
AZEV4,1.81,12-02-2014
AZEV4,1.83,12-03-2014
AZEV4,1.8,12-04-2014
AZEV4,1.8,12-05-2014
AZEV4,1.75,12-08-2014
AZEV4,1.7,12-09-2014
AZEV4,1.84,12-11-2014
AZEV4,1.84,12-29-2014
AZEV4,1.84,01-02-2015
AZEV4,1.74,01-06-2015
AZEV4,1.75,01-07-2015
AZEV4,1.85,01-09-2015
AZEV4,1.75,02-10-2015
AZEV4,1.94,02-11-2015
